,Decile1stYear,Decile3rdYear,LSAT,UndergradGPA,FirstYearGPA,CumulativeGPA,WorkFullTime,FamilyIncome,Sex,Tier,Race,BarExam
374,8,7,48.0,3.5,0.77,0.55,1,4,1.0,4,1,1
375,4,5,34.0,3.5,-0.28,-0.12,1,4,2.0,4,1,1
376,2,3,35.0,3.5,-0.85,-0.77,1,3,2.0,3,1,1
377,8,8,38.0,3.5,0.81,0.61,1,3,2.0,4,1,1
378,5,5,37.0,3.5,-0.17,-0.21,1,3,1.0,5,1,1
379,9,9,40.0,3.5,1.18,1.25,1,2,1.0,5,1,1
380,9,9,34.0,3.5,1.24,1.28,1,3,2.0,2,1,1
381,8,6,28.0,3.5,0.81,0.25,1,3,2.0,3,1,1
382,5,4,35.0,3.5,-0.12,-0.26,1,3,2.0,6,1,1
383,5,5,42.0,3.5,-0.07,-0.19,1,4,2.0,4,1,1
384,5,8,48.0,3.5,-0.03,0.77,1,4,2.0,5,2,1
385,2,4,37.5,3.5,-1.01,-0.49,1,4,2.0,3,1,1
386,9,9,48.0,3.5,1.27,1.13,1,5,1.0,5,1,1
387,9,10,47.0,3.5,0.99,1.39,1,4,1.0,5,1,1
388,8,9,34.0,3.5,0.82,1.13,1,4,2.0,3,1,1
389,9,10,32.5,3.5,1.11,1.57,1,4,1.0,2,1,1
390,3,3,30.0,3.5,-0.47,-0.85,1,3,2.0,4,2,1
391,9,7,35.0,3.5,0.89,0.39,1,4,1.0,3,1,1
392,9,9,35.5,3.5,0.91,1.07,1,4,2.0,3,1,1
393,2,3,44.0,3.5,-0.78,-0.7,1,4,1.0,5,1,1
394,6,5,34.0,3.5,0.19,-0.12,2,2,2.0,3,1,1
395,10,10,39.0,3.5,2.34,2.5,1,5,1.0,3,1,1
396,8,8,34.0,3.5,0.82,0.84,1,2,2.0,4,1,1
397,9,8,31.0,3.5,1.09,0.67,1,3,1.0,3,1,1
398,3,4,46.0,3.5,-0.62,-0.45,1,4,2.0,4,2,1
399,2,5,36.0,3.5,-0.78,-0.08,1,2,2.0,5,1,1
400,2,2,32.0,3.5,-0.88,-0.9,1,5,2.0,4,2,1
401,10,9,30.0,3.5,1.32,1.11,1,4,2.0,3,1,1
402,5,8,36.0,3.5,0.04,0.73,1,4,1.0,2,1,1
403,9,10,37.0,3.5,0.92,1.42,1,3,1.0,3,1,1
404,10,9,42.0,3.5,1.95,1.28,1,3,2.0,3,1,1
405,7,6,44.0,3.5,0.35,0.23,1,3,1.0,4,1,1
406,10,10,39.0,3.5,1.78,1.9,1,4,1.0,6,1,1
407,6,6,33.0,3.5,0.32,0.01,1,4,1.0,4,1,1
408,2,3,38.0,3.5,-1.13,-0.81,1,4,2.0,5,1,1
409,10,9,44.0,3.5,1.62,1.12,1,3,2.0,3,1,1
410,7,8,45.0,3.5,0.33,0.57,1,2,1.0,4,1,1
411,2,2,29.5,3.5,-0.99,-1.21,1,5,2.0,3,1,1
412,2,5,41.0,3.5,-0.92,-0.22,1,3,1.0,5,1,1
413,8,9,43.0,3.5,0.85,1.04,1,3,2.0,4,1,1
414,6,5,37.0,3.5,0.15,-0.16,1,5,1.0,3,1,1
415,7,9,38.0,3.5,0.55,0.9,1,3,2.0,6,1,1
416,7,7,46.0,3.5,0.48,0.48,1,4,1.0,4,1,1
417,9,10,40.0,3.5,1.05,1.47,1,4,2.0,4,1,1
418,9,9,33.0,3.5,0.89,1.17,1,3,1.0,3,1,1
419,2,2,32.0,3.5,-0.91,-1.1,1,2,2.0,3,1,1
420,9,9,32.0,3.5,1.05,1.27,1,3,2.0,4,1,1
421,10,9,44.0,3.5,1.7,1.06,2,3,2.0,3,1,1
422,8,8,29.0,3.5,0.73,0.56,1,3,1.0,3,1,1
423,1,2,35.0,3.5,-1.33,-0.96,1,3,2.0,4,1,0
424,9,9,41.0,3.5,1.26,1.28,1,4,1.0,4,1,1
425,9,10,39.0,3.5,1.28,1.67,1,3,1.0,4,1,1
426,5,4,31.5,3.5,0.02,-0.42,1,4,1.0,3,1,1
427,7,9,45.0,3.5,0.49,0.91,1,4,1.0,5,1,1
428,3,6,43.0,3.5,-0.49,0.06,1,4,2.0,5,1,1
429,9,8,33.0,3.5,0.98,0.63,1,4,2.0,3,1,1
430,6,4,34.0,3.5,0.23,-0.5,1,3,2.0,3,1,1
431,6,7,34.0,3.5,0.05,0.47,1,3,1.0,2,1,1
432,4,6,26.7,3.5,-0.28,0.08,1,3,1.0,3,1,1
433,9,10,42.0,3.5,1.25,1.86,1,4,1.0,5,1,1
434,1,1,29.0,3.5,-1.35,-2.2,1,3,2.0,3,2,0
435,5,6,29.0,3.5,0.01,-0.02,1,5,1.0,2,1,1
436,8,7,44.0,3.5,0.82,0.28,1,4,1.0,5,1,1
437,7,8,48.0,3.5,0.4,0.58,1,4,2.0,5,1,1
438,2,4,32.0,3.5,-0.84,-0.43,1,4,2.0,3,2,1
439,3,5,26.0,3.5,-0.58,-0.13,1,3,1.0,3,1,1
440,8,8,42.0,3.5,0.93,0.57,1,4,2.0,6,1,1
441,2,1,41.0,3.5,-1.08,-1.5,1,3,2.0,6,2,1
442,1,1,39.0,3.5,-1.44,-1.72,1,4,2.0,6,2,1
443,10,9,47.0,3.5,1.88,1.29,1,2,2.0,5,1,1
444,10,10,45.0,3.5,1.62,1.62,1,5,2.0,4,1,1
445,4,3,44.0,3.5,-0.45,-0.59,1,4,1.0,5,1,1
446,10,10,37.0,3.5,2.29,1.47,1,4,2.0,5,1,1
447,2,3,36.0,3.5,-0.84,-0.82,1,2,2.0,4,2,1
448,3,6,44.0,3.5,-0.48,0.06,1,3,2.0,5,1,1
449,4,6,34.0,3.5,-0.38,0.12,1,2,1.0,3,1,1
450,6,7,35.0,3.5,0.07,0.31,1,4,2.0,3,1,1
451,7,5,34.0,3.5,0.43,-0.02,1,3,1.0,4,1,1
452,3,3,34.0,3.5,-0.66,-0.73,1,4,1.0,4,1,1
453,9,7,39.0,3.5,1.2,0.49,1,4,1.0,5,1,1
454,6,6,40.0,3.5,0.23,0.26,1,4,1.0,6,1,1
455,7,7,48.0,3.5,0.55,0.28,1,5,1.0,5,1,1
456,1,1,34.0,3.5,-1.43,-1.42,1,5,2.0,5,1,1
457,9,9,34.0,3.5,1.06,1.28,1,3,2.0,3,1,1
458,5,7,29.5,3.5,-0.03,0.39,1,4,1.0,3,1,1
459,4,5,40.0,3.5,-0.37,-0.07,1,4,2.0,3,1,1
460,7,6,37.0,3.5,0.58,0.18,1,3,2.0,6,1,1
461,5,4,36.0,3.5,0.05,-0.27,1,3,2.0,5,1,1
462,3,2,37.0,3.5,-0.61,-1.14,1,4,1.0,3,1,1
463,9,8,39.0,3.5,1.2,0.86,1,2,2.0,4,1,1
464,2,1,30.0,3.5,-1.04,-1.32,1,3,2.0,3,1,0
465,10,10,41.0,3.5,2.15,1.82,1,4,1.0,5,1,1
466,3,7,28.7,3.5,-0.56,0.37,1,1,1.0,3,1,1
467,2,5,38.0,3.5,-0.76,-0.02,1,4,2.0,4,1,1
468,2,1,29.0,3.5,-0.96,-1.56,1,4,1.0,3,2,1
469,8,8,35.0,3.5,0.75,0.65,1,3,1.0,3,1,1
470,3,5,35.0,3.5,-0.6,-0.14,1,4,1.0,5,1,1
471,3,4,39.0,3.5,-0.68,-0.36,1,2,1.0,4,1,1
472,6,7,43.0,3.5,0.24,0.43,1,4,1.0,5,1,1
473,9,10,39.0,3.5,1.07,1.41,1,4,2.0,5,1,1
474,5,7,34.0,3.5,0.08,0.3,1,4,2.0,4,1,1
475,5,3,37.0,3.5,-0.09,-0.58,1,4,1.0,5,1,1
476,2,2,40.0,3.5,-0.92,-0.93,1,5,1.0,5,1,1
477,7,9,36.0,3.5,0.43,1.05,1,3,2.0,3,1,1
478,5,6,41.0,3.5,-0.17,0.05,1,2,2.0,3,1,1
479,9,8,40.0,3.5,1.18,0.82,1,3,1.0,4,1,1
480,3,4,26.0,3.5,-0.68,-0.4,1,2,1.0,2,2,1
481,7,8,35.0,3.5,0.37,0.61,1,3,2.0,4,1,1
482,3,4,30.0,3.5,-0.44,-0.33,1,2,2.0,2,1,1
483,2,4,44.0,3.5,-1.17,-0.4,1,4,2.0,5,2,1
484,2,2,31.0,3.5,-0.8,-1.11,1,3,2.0,5,2,0
485,9,9,35.0,3.5,1.13,0.95,1,3,1.0,2,1,1
486,3,4,37.0,3.5,-0.43,-0.29,1,4,2.0,4,1,1
487,8,9,40.0,3.5,0.77,0.93,1,3,1.0,4,1,1
488,4,3,30.0,3.5,-0.34,-0.73,1,2,2.0,3,1,1
489,7,9,37.0,3.5,0.56,1.08,1,4,2.0,5,1,1
490,2,2,39.0,3.5,-0.92,-1.02,1,4,1.0,4,1,1
491,9,9,46.0,3.5,1.17,1.27,1,4,1.0,4,1,1
492,8,8,25.0,3.5,0.57,0.81,1,5,2.0,3,1,1
493,6,2,42.0,3.5,0.13,-0.91,1,4,1.0,5,1,1
494,8,8,41.0,3.5,0.7,0.81,1,4,1.0,4,1,1
495,1,1,41.0,3.5,-1.22,-1.42,1,3,1.0,4,1,1
496,8,4,44.0,3.5,0.69,-0.33,1,5,1.0,5,1,1
497,4,2,30.0,3.5,-0.3,-0.99,1,4,2.0,4,1,1
498,1,1,39.0,3.5,-1.56,-1.57,1,4,1.0,4,1,1
499,6,5,39.0,3.5,0.24,-0.26,1,4,2.0,3,1,1
500,2,1,27.0,3.5,-1.05,-1.64,1,3,2.0,3,1,1
501,8,6,41.0,3.5,0.59,0.25,1,5,1.0,5,1,1
502,8,8,48.0,3.5,0.77,0.65,1,4,1.0,5,1,1
503,5,3,34.0,3.5,-0.05,-0.56,1,3,1.0,4,1,1
504,10,9,28.0,3.5,1.36,1.21,1,5,2.0,1,1,1
505,1,1,36.0,3.5,-1.12,-1.34,1,4,1.0,3,1,1
506,8,9,35.0,3.5,0.66,1.1,2,3,2.0,5,1,1
507,9,9,48.0,3.5,0.99,0.9,1,4,1.0,4,1,1
508,5,5,34.0,3.5,-0.15,-0.19,1,4,1.0,3,1,1
509,9,9,46.0,3.5,1.3,0.9,1,3,1.0,4,1,1
510,9,9,48.0,3.5,1.25,0.93,1,3,1.0,4,1,1
511,2,5,43.0,3.5,-0.85,-0.19,1,4,2.0,6,1,1
512,9,8,41.0,3.5,1.11,0.82,1,3,1.0,4,1,1
513,8,7,33.0,3.5,0.84,0.39,1,4,1.0,5,1,1
514,8,6,38.0,3.5,0.78,0.12,1,3,1.0,5,1,1
515,7,6,42.0,3.5,0.54,0.2,1,4,1.0,5,2,1
516,1,4,18.0,3.5,-1.14,-0.5,2,1,2.0,3,2,1
517,7,7,36.0,3.5,0.58,0.49,1,4,1.0,4,1,1
518,8,8,47.0,3.5,0.7,0.61,1,4,1.0,6,1,1
519,5,4,30.0,3.5,-0.09,-0.35,2,3,2.0,4,1,1
520,3,3,35.0,3.5,-0.64,-0.64,1,2,2.0,4,1,1
521,2,2,25.0,3.5,-0.89,-1.17,1,3,2.0,3,2,1
522,6,6,33.0,3.5,0.1,0.26,1,4,1.0,5,1,1
523,10,10,40.0,3.5,2.25,1.5,1,4,2.0,6,2,1
524,7,8,34.0,3.5,0.51,0.86,1,4,2.0,3,1,1
525,7,5,38.0,3.5,0.42,-0.23,1,3,1.0,3,1,1
526,8,9,39.5,3.5,0.74,0.88,1,4,1.0,4,1,1
527,7,7,47.0,3.5,0.47,0.44,1,4,1.0,6,1,1
528,4,4,45.0,3.5,-0.24,-0.24,1,3,1.0,6,1,1
529,10,10,42.0,3.5,1.89,1.72,1,4,2.0,3,1,1
530,4,4,46.0,3.5,-0.18,-0.43,1,4,1.0,6,1,1
531,8,8,47.0,3.5,0.82,0.77,1,4,1.0,6,1,1
532,2,4,33.0,3.5,-0.76,-0.3,1,3,1.0,3,1,1
533,6,8,46.0,3.5,0.32,0.7,1,4,2.0,4,1,1
534,5,5,39.0,3.5,-0.02,0.01,1,5,1.0,4,1,1
535,10,8,35.0,3.5,1.56,0.8,1,4,2.0,3,1,1
536,5,2,31.0,3.5,-0.01,-0.92,1,5,1.0,3,1,1
537,8,9,42.0,3.5,0.69,1.05,1,2,2.0,5,1,1
538,7,5,29.0,3.5,0.51,-0.14,1,2,2.0,5,2,1
539,6,7,33.0,3.5,0.17,0.39,1,3,2.0,3,1,1
540,6,9,39.5,3.5,0.2,1.07,1,4,1.0,4,1,1
541,6,7,33.0,3.5,0.12,0.53,1,4,2.0,4,1,1
542,5,5,42.0,3.5,0.07,-0.05,1,3,1.0,4,1,1
543,8,8,34.0,3.5,0.86,0.77,1,4,2.0,4,1,1
544,6,4,38.0,3.5,0.16,-0.33,1,3,2.0,4,1,1
545,9,10,42.0,3.5,1.23,1.44,1,4,1.0,4,1,1
546,8,7,40.0,3.5,0.88,0.55,1,4,1.0,4,2,1
547,8,9,36.0,3.5,0.84,0.98,1,4,1.0,4,1,1
548,6,5,33.0,3.5,0.25,-0.07,1,3,2.0,3,1,1
549,4,3,32.5,3.5,-0.31,-0.8,1,4,1.0,3,1,1
550,7,6,33.0,3.5,0.35,0.22,1,3,1.0,4,1,1
551,6,4,27.5,3.5,0.25,-0.31,1,4,2.0,3,1,1
552,6,7,45.0,3.5,0.23,0.46,1,2,1.0,5,1,1
553,8,8,37.0,3.5,0.68,0.58,1,4,1.0,4,1,1
554,5,5,41.0,3.5,-0.12,-0.01,1,4,2.0,5,1,1
555,7,8,41.0,3.5,0.44,0.57,1,2,1.0,4,1,1
556,4,6,38.0,3.5,-0.2,0.24,1,4,1.0,4,1,1
557,7,6,26.0,3.5,0.43,0.07,1,2,1.0,2,1,1
558,10,10,45.0,3.5,1.61,1.63,1,5,1.0,4,1,1
559,5,5,40.0,3.5,-0.12,-0.11,1,4,2.0,4,1,1
560,7,8,34.0,3.5,0.47,0.77,1,3,2.0,3,1,1
561,7,7,40.0,3.5,0.57,0.46,1,5,1.0,4,1,1
562,9,9,36.0,3.5,1.24,1.11,1,3,2.0,5,1,1
563,7,5,36.0,3.5,0.48,-0.07,1,3,1.0,5,1,1
564,1,1,31.0,3.5,-2.35,-2.05,1,3,2.0,6,2,1
565,8,6,34.0,3.5,0.59,0.08,1,3,2.0,3,1,1
566,8,8,40.0,3.5,0.73,0.69,1,2,2.0,3,1,1
567,2,3,33.0,3.5,-0.76,-0.88,1,3,1.0,3,1,1
568,9,9,48.0,3.5,1.05,0.98,1,4,1.0,6,1,1
569,8,8,32.0,3.5,0.71,0.67,1,3,1.0,5,1,1
570,10,7,46.0,3.5,2.11,0.51,1,3,2.0,6,1,1
571,10,10,40.0,3.5,1.38,1.58,1,4,2.0,4,1,1
572,8,7,34.0,3.5,0.85,0.51,1,4,1.0,3,1,1
573,7,7,31.0,3.5,0.41,0.34,1,4,2.0,5,1,1
574,1,5,34.0,3.5,-1.41,-0.04,1,3,2.0,3,1,1
575,3,6,39.0,3.5,-0.48,0.16,1,4,2.0,4,1,1
576,7,4,34.0,3.5,0.51,-0.44,1,3,1.0,3,1,1
577,9,9,36.0,3.5,0.91,1.12,1,4,1.0,4,1,1
578,9,9,32.0,3.5,1.06,1.05,1,3,1.0,2,1,1
579,5,5,48.0,3.5,0.06,-0.22,1,4,1.0,4,1,1
580,10,10,35.0,3.5,1.4,1.62,1,4,1.0,4,1,1
581,8,6,36.0,3.5,0.58,0.1,1,4,2.0,5,1,1
582,1,1,36.0,3.5,-1.47,-1.75,1,3,1.0,2,1,1
583,4,2,38.0,3.5,-0.38,-1.06,1,3,1.0,4,1,1
584,6,7,42.0,3.5,0.25,0.4,1,4,1.0,5,1,1
585,10,10,39.0,3.5,2.07,1.8,1,4,1.0,4,1,1
586,8,8,39.0,3.5,0.69,0.64,1,4,1.0,4,1,1
587,10,10,46.0,3.5,2.05,1.74,1,4,1.0,6,1,1
588,2,3,34.0,3.5,-0.95,-0.57,1,1,2.0,5,2,1
589,10,10,40.0,3.5,1.37,1.47,1,4,2.0,4,1,1
590,3,4,36.0,3.5,-0.72,-0.52,1,4,2.0,4,1,1
591,10,9,47.0,3.5,1.44,1.29,1,4,1.0,5,1,1
592,5,6,38.0,3.5,0.03,0.21,1,4,2.0,3,1,1
593,6,5,43.0,3.5,0.24,-0.2,1,4,1.0,5,1,1
594,1,1,31.0,3.5,-1.58,-1.99,1,4,2.0,5,1,0
595,9,9,39.0,3.5,0.94,1.22,2,3,2.0,2,1,1
596,1,1,25.0,3.5,-1.56,-1.75,1,3,2.0,4,2,1
597,9,10,39.0,3.5,1.31,1.68,1,3,2.0,4,1,1
598,7,5,36.5,3.5,0.45,0.01,1,3,2.0,4,1,1
599,1,2,37.0,3.5,-1.35,-1.05,1,2,2.0,4,2,1
600,10,6,39.0,3.5,1.97,0.2,1,2,2.0,6,1,1
601,6,4,26.0,3.5,0.23,-0.42,1,3,1.0,3,1,1
602,10,9,37.0,3.5,1.31,1.17,1,3,2.0,3,1,1
603,1,1,25.0,3.5,-1.29,-2.78,1,3,1.0,5,2,0
604,5,7,28.0,3.5,0.04,0.24,1,4,1.0,2,1,1
605,3,3,34.0,3.5,-0.46,-0.7,1,3,1.0,3,1,1
606,3,3,35.0,3.5,-0.65,-0.86,2,3,2.0,3,2,1
607,6,6,36.0,3.5,0.21,0.24,1,4,2.0,4,1,1
608,2,3,36.0,3.5,-0.74,-0.68,1,4,1.0,3,1,1
609,10,9,48.0,3.5,1.94,1.0,1,3,2.0,4,1,1
610,3,4,31.0,3.5,-0.53,-0.45,1,3,1.0,2,1,1
611,1,1,35.0,3.5,-1.75,-1.46,1,3,1.0,3,1,1
612,3,4,36.0,3.5,-0.47,-0.5,1,3,1.0,4,1,1
613,10,10,45.0,3.5,2.19,1.84,1,3,2.0,4,1,1
614,7,4,46.0,3.5,0.59,-0.45,1,4,2.0,4,1,1
615,5,4,48.0,3.5,-0.15,-0.4,1,4,1.0,5,1,1
616,8,7,28.5,3.5,0.79,0.27,1,3,2.0,2,1,1
617,7,6,36.0,3.5,0.53,0.16,1,4,1.0,2,1,1
618,2,1,37.0,3.5,-0.98,-1.46,1,4,2.0,6,1,1
619,4,5,27.0,3.5,-0.17,-0.2,1,4,2.0,3,1,1
620,9,9,35.0,3.5,0.87,0.89,1,4,1.0,3,1,1
621,8,10,40.0,3.5,0.86,1.49,1,3,2.0,4,1,1
622,10,10,37.0,3.5,1.89,1.63,1,4,1.0,3,1,1
623,6,4,38.0,3.5,0.16,-0.47,1,4,2.0,4,1,1
624,3,1,42.0,3.5,-0.72,-1.4,1,4,2.0,5,1,1
625,10,5,32.0,3.5,1.32,-0.13,1,5,1.0,4,1,1
626,8,8,37.0,3.5,0.64,0.56,1,4,1.0,3,1,1
627,4,7,29.0,3.5,-0.28,0.32,1,3,2.0,2,1,1
628,9,6,36.0,3.5,1.03,0.17,1,3,2.0,5,1,1
629,3,3,40.0,3.5,-0.48,-0.64,2,3,2.0,4,1,1
630,2,1,35.0,3.5,-1.13,-1.42,1,3,2.0,4,1,1
631,9,6,45.0,3.5,1.14,0.29,1,4,2.0,4,1,1
632,8,9,40.0,3.5,0.65,1.08,1,4,2.0,4,1,1
633,5,3,41.0,3.5,-0.02,-0.66,1,3,1.0,3,1,1
634,10,9,39.0,3.5,1.5,1.08,1,2,1.0,6,2,1
635,10,8,39.0,3.5,1.5,0.83,1,4,1.0,4,1,1
636,9,8,34.0,3.5,1.07,0.78,1,3,2.0,3,1,1
637,4,5,38.0,3.5,-0.36,-0.21,1,3,2.0,4,1,1
638,5,8,46.0,3.5,-0.16,0.6,1,3,1.0,5,1,1
639,2,3,45.0,3.5,-1.14,-0.79,1,5,1.0,5,1,1
640,5,5,38.0,3.5,-0.2,-0.12,1,4,1.0,5,1,1
641,5,5,29.5,3.5,-0.11,-0.1,1,2,1.0,3,1,1
642,5,4,39.0,3.5,0.03,-0.32,1,4,2.0,5,2,1
643,2,2,37.0,3.5,-0.7,-0.91,1,2,1.0,3,1,1
644,5,6,42.0,3.5,-0.07,0.07,2,3,1.0,5,1,1
645,8,7,30.5,3.5,0.64,0.44,1,3,1.0,3,1,1
646,4,6,38.0,3.5,-0.32,0.21,1,3,2.0,3,1,1
647,4,5,36.0,3.5,-0.19,-0.21,1,4,1.0,3,2,0
648,6,8,31.5,3.5,0.2,0.61,1,4,1.0,3,1,1
649,6,5,33.0,3.5,0.16,-0.09,1,4,1.0,3,2,1
650,9,6,46.0,3.5,0.89,0.18,1,4,2.0,5,1,1
651,4,2,36.0,3.5,-0.31,-0.9,1,4,2.0,6,1,1
652,9,10,39.0,3.5,1.07,1.29,1,5,2.0,6,1,1
653,3,4,33.5,3.5,-0.44,-0.43,1,4,2.0,4,2,1
654,5,6,41.0,3.5,-0.14,0.11,1,5,1.0,5,1,1
655,8,8,33.0,3.5,0.86,0.58,1,3,1.0,3,1,1
656,10,10,33.0,3.5,1.41,1.36,1,4,1.0,4,1,1
657,4,4,43.0,3.5,-0.41,-0.46,1,5,1.0,4,1,1
658,7,6,30.0,3.5,0.33,0.01,1,4,1.0,3,2,1
659,5,5,39.0,3.5,-0.01,-0.17,1,4,2.0,5,1,1
660,6,9,32.0,3.5,0.31,1.01,1,4,2.0,4,2,1
661,9,8,37.0,3.5,0.92,0.63,1,4,1.0,3,1,1
662,9,10,41.0,3.5,1.22,1.64,1,4,2.0,4,1,1
663,4,6,45.0,3.5,-0.22,0.13,1,5,2.0,4,1,1
664,4,5,21.0,3.5,-0.39,-0.15,1,3,2.0,4,2,1
665,8,5,31.0,3.5,0.83,-0.08,1,2,2.0,4,1,1
666,9,10,33.0,3.5,1.24,1.46,1,3,2.0,4,1,1
667,5,5,39.0,3.5,-0.11,-0.12,1,2,1.0,4,1,1
668,7,8,35.5,3.5,0.4,0.78,1,4,1.0,2,1,1
669,3,5,39.0,3.5,-0.69,-0.12,1,4,1.0,4,1,1
670,7,7,34.0,3.5,0.55,0.49,1,3,2.0,3,1,1
671,6,9,39.0,3.5,0.12,1.08,1,4,2.0,3,1,1
672,4,4,41.0,3.5,-0.2,-0.4,1,4,1.0,4,1,1
673,9,8,33.0,3.5,1.21,0.8,1,3,1.0,4,1,1
674,5,6,34.5,3.5,0.03,0.12,1,3,2.0,3,1,1
675,6,7,33.0,3.5,0.27,0.39,1,4,1.0,3,1,1
676,8,8,43.0,3.5,0.72,0.56,1,4,1.0,4,1,1
677,5,8,37.0,3.5,-0.16,0.58,1,3,1.0,3,1,1
678,6,7,43.0,3.5,0.15,0.44,1,3,2.0,6,1,1
679,2,3,46.0,3.5,-0.89,-0.82,1,3,1.0,6,1,1
680,9,9,38.0,3.5,1.16,1.27,1,4,2.0,4,1,1
681,6,5,39.0,3.5,0.21,-0.04,1,3,2.0,4,1,1
682,10,10,36.0,3.5,2.02,1.52,1,1,2.0,3,1,1
683,3,6,35.0,3.5,-0.6,0.07,1,4,2.0,3,1,1
684,7,6,39.0,3.5,0.59,0.17,1,2,1.0,4,1,1
685,8,8,36.0,3.5,0.86,0.75,1,4,2.0,4,1,1
686,5,6,30.0,3.5,-0.05,0.23,1,4,2.0,3,1,1
687,10,10,35.0,3.5,1.48,1.56,1,2,1.0,3,1,1
688,10,10,37.0,3.5,1.35,1.5,1,3,2.0,4,1,1
689,3,4,33.5,3.5,-0.54,-0.28,1,4,1.0,5,1,1
690,7,5,34.0,3.5,0.55,-0.21,1,3,1.0,3,1,1
691,6,7,36.0,3.5,0.3,0.38,1,2,1.0,3,1,1
692,2,2,36.0,3.5,-1.13,-1.31,1,4,1.0,4,1,1
693,2,5,38.0,3.5,-1.08,-0.18,1,3,2.0,6,1,1
694,2,3,39.0,3.5,-0.79,-0.84,1,3,1.0,4,1,1
695,3,3,45.0,3.5,-0.49,-0.53,1,4,1.0,6,1,1
696,1,3,36.0,3.5,-1.21,-0.72,1,2,1.0,1,1,1
697,5,7,40.0,3.5,-0.05,0.46,1,4,1.0,3,1,1
698,6,4,37.0,3.5,0.34,-0.34,1,5,1.0,6,1,1
699,3,4,39.0,3.5,-0.62,-0.49,1,5,2.0,3,1,1
700,5,3,28.0,3.5,-0.13,-0.6,2,5,2.0,2,1,1
701,8,7,41.0,3.5,0.58,0.32,1,3,2.0,5,1,1
702,10,9,40.5,3.5,1.33,0.94,1,4,2.0,4,1,1
703,3,3,39.0,3.5,-0.52,-0.76,1,4,2.0,4,1,1
704,2,3,46.0,3.5,-0.85,-0.59,1,4,1.0,6,1,1
705,4,2,40.0,3.5,-0.34,-0.93,1,3,2.0,4,1,1
706,8,9,36.0,3.5,0.57,1.3,2,3,2.0,3,2,1
707,9,8,35.0,3.5,0.88,0.68,1,3,2.0,3,1,1
708,7,6,33.5,3.5,0.33,0.04,1,4,2.0,3,1,1
709,1,3,33.0,3.5,-1.15,-0.8,1,3,1.0,3,1,1
710,5,4,41.0,3.5,-0.1,-0.33,1,4,1.0,4,1,1
711,5,5,36.0,3.5,0.01,-0.19,1,3,1.0,4,1,1
712,3,5,37.0,3.5,-0.55,-0.16,1,3,1.0,4,1,1
713,8,9,33.0,3.5,0.66,0.91,2,2,2.0,3,1,1
714,3,3,33.0,3.5,-0.54,-0.66,1,4,2.0,5,1,1
715,9,10,40.0,3.5,1.02,1.29,1,4,1.0,4,1,1
716,9,9,39.0,3.5,1.16,1.04,1,4,2.0,3,1,1
717,8,7,47.0,3.5,0.57,0.34,1,3,2.0,5,1,1
718,2,2,31.0,3.5,-0.96,-0.95,1,3,2.0,4,1,1
719,5,3,37.0,3.5,-0.01,-0.85,1,4,1.0,4,1,1
720,8,6,31.0,3.5,0.66,0.04,2,4,2.0,5,1,0
721,8,9,41.0,3.5,0.6,0.86,1,4,1.0,5,1,1
722,4,7,30.0,3.5,-0.2,0.46,1,2,2.0,3,1,1
723,6,8,39.0,3.5,0.23,0.81,1,4,2.0,4,1,1
724,6,5,36.0,3.5,0.2,-0.04,1,4,1.0,3,1,1
725,2,1,29.0,3.5,-0.95,-1.53,1,4,1.0,3,1,0
726,10,10,44.0,3.5,1.45,1.33,1,3,2.0,5,1,1
727,5,6,29.0,3.5,-0.17,0.07,1,4,1.0,3,1,1
728,5,5,38.0,3.5,0.06,-0.25,1,4,1.0,4,1,1
729,4,5,36.0,3.5,-0.35,-0.06,1,3,1.0,3,1,1
730,8,8,38.0,3.5,0.8,0.69,1,4,2.0,5,1,1
731,7,8,35.5,3.5,0.3,0.6,1,4,2.0,5,1,1
732,3,3,30.5,3.5,-0.63,-0.57,1,3,1.0,3,1,1
733,2,2,28.5,3.5,-1.04,-1.3,1,2,2.0,3,2,1
734,6,5,32.0,3.5,0.26,-0.01,1,4,2.0,4,1,1
735,9,8,39.0,3.5,1.13,0.84,1,4,1.0,3,1,1
736,10,10,38.0,3.5,2.78,2.76,1,5,1.0,3,1,1
737,6,9,36.0,3.5,0.26,0.99,1,4,2.0,3,1,1
738,9,9,47.0,3.5,1.26,0.95,1,4,1.0,6,1,1
739,6,8,42.0,3.5,0.13,0.76,1,4,2.0,6,1,1
740,1,2,31.0,3.5,-2.21,-1.09,1,4,2.0,5,1,0
741,7,10,39.0,3.5,0.58,1.43,1,3,1.0,1,1,1
742,5,4,24.0,3.5,0.03,-0.44,1,2,2.0,3,2,1
743,7,5,32.0,3.5,0.35,-0.12,1,3,1.0,5,1,1
744,10,10,42.0,3.5,1.91,1.99,1,4,1.0,3,1,1
745,3,5,35.0,3.5,-0.71,-0.13,1,3,2.0,5,1,1
746,6,5,33.0,3.5,0.06,-0.24,1,3,2.0,5,2,1
747,6,4,35.0,3.5,0.12,-0.38,1,4,1.0,3,1,1
748,8,6,30.5,3.5,0.78,0.24,1,3,2.0,4,1,1
749,1,1,27.0,3.5,-2.04,-1.96,1,2,2.0,5,2,1
750,10,10,42.0,3.5,1.7,1.67,1,4,2.0,5,1,1
751,4,5,44.0,3.5,-0.26,-0.09,1,3,1.0,5,1,1
