,NoDefaultNextMonth (label),isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments
388,1,1,1,3.0,4,1160,760,0,6,0,1160,760,1,1,0
389,1,0,0,2.0,4,4400,310,0,0,6,4350,310,1,1,0
390,1,1,0,2.0,4,1310,80,0,0,0,1250,80,1,1,0
391,1,0,0,1.0,3,30,30,2,6,0,0,0,1,1,0
392,1,0,1,2.0,3,3310,150,0,0,0,3200,120,1,1,0
393,1,0,0,2.0,3,3690,250,0,0,6,3670,120,2,13,1
394,1,1,0,2.0,4,5650,5650,1,1,0,4770,160,1,1,0
395,0,1,0,3.0,4,70,70,2,6,0,40,60,2,3,1
396,1,1,1,3.0,3,880,70,0,0,6,850,50,1,1,0
397,0,0,0,2.0,4,5190,350,0,0,6,4900,230,2,13,1
398,1,1,1,3.0,4,2510,2620,2,5,0,120,80,1,1,0
399,1,0,1,2.0,3,810,180,0,5,0,810,180,1,1,0
400,1,1,1,2.0,4,15480,470,0,0,3,15480,10,2,4,1
401,1,0,0,2.0,4,2030,500,0,5,0,1700,350,1,1,0
402,1,1,0,2.0,4,5580,310,0,0,0,5140,310,1,1,0
403,0,0,0,1.0,4,1010,80,0,0,0,900,0,2,12,1
404,1,0,1,2.0,4,10,10,1,6,0,10,0,1,1,0
405,1,0,1,2.0,4,140,140,3,6,0,0,0,2,2,1
406,0,0,0,2.0,3,420,140,0,6,0,420,0,2,4,1
407,1,0,1,3.0,2,6110,6110,4,5,0,450,820,1,1,0
408,1,0,1,2.0,2,690,150,1,5,0,690,150,1,1,0
409,1,0,0,2.0,4,450,530,2,6,0,220,530,1,1,0
410,1,0,0,2.0,4,590,60,0,0,0,450,60,2,3,1
411,1,1,1,3.0,3,1350,110,0,0,2,1350,110,1,1,0
412,0,0,0,2.0,4,0,0,0,6,0,0,0,2,2,1
413,1,1,0,1.0,4,920,80,0,0,6,770,50,3,5,1
414,1,0,0,2.0,4,5180,280,0,0,0,5180,250,1,1,0
415,1,0,0,2.0,3,310,90,2,6,0,310,90,1,1,0
416,0,1,1,2.0,3,3230,270,0,0,0,3210,140,2,7,1
417,1,0,1,2.0,3,6280,310,0,0,0,5880,310,1,1,0
418,1,0,1,2.0,3,340,0,0,6,0,340,0,1,1,0
419,0,0,0,3.0,2,500,100,0,0,1,290,90,2,9,1
420,0,0,0,2.0,4,10,10,0,6,0,10,10,1,1,0
421,1,1,0,2.0,4,2140,870,0,0,3,2140,110,1,1,0
422,1,0,0,2.0,3,6490,180,0,0,2,6490,180,1,1,0
423,1,0,0,2.0,3,2810,100,0,0,5,2810,100,1,1,0
424,0,0,0,2.0,4,9310,400,0,0,0,9310,400,1,1,0
425,1,0,0,2.0,4,1620,80,0,0,0,1470,80,1,1,0
426,1,0,1,2.0,4,5170,200,0,0,0,4880,200,1,1,0
427,1,1,1,3.0,2,530,530,1,6,0,280,180,1,1,0
428,0,0,1,2.0,3,7170,490,0,0,6,7170,310,2,12,1
429,1,0,0,2.0,4,430,10,2,5,0,430,0,2,3,1
430,1,1,1,2.0,2,1910,70,0,0,0,1890,70,1,1,0
431,1,0,1,2.0,4,1560,90,0,0,4,1560,80,1,1,0
432,0,0,0,1.0,4,2350,1220,1,0,2,2350,100,1,1,0
433,1,1,0,1.0,3,390,350,2,4,0,10,10,1,1,0
434,1,1,0,2.0,4,2850,200,0,0,6,2560,120,2,5,1
435,1,0,0,2.0,4,90,90,3,6,0,0,0,2,2,1
436,1,0,0,2.0,4,3860,310,0,0,0,3750,170,1,1,0
437,0,1,0,3.0,4,7520,370,0,0,6,7520,370,1,1,0
438,1,1,0,2.0,3,1140,50,0,6,0,1140,50,1,1,0
439,1,0,0,2.0,4,4470,140,0,0,1,4470,140,1,1,0
440,1,0,1,3.0,4,1410,900,2,5,0,1410,40,1,1,0
441,1,1,1,3.0,1,1180,150,1,6,0,1180,150,1,1,0
442,1,0,1,2.0,2,2990,390,0,0,0,2940,140,2,3,1
443,0,1,1,3.0,4,0,0,0,6,0,0,0,2,2,1
444,0,1,1,3.0,4,14340,640,0,0,0,14260,0,2,5,1
445,1,1,0,2.0,3,8020,3970,1,1,2,7810,430,1,1,0
446,1,0,0,2.0,4,4790,60,2,5,0,4790,10,1,1,0
447,1,1,0,3.0,3,2400,1570,1,0,2,2390,80,1,1,0
448,1,1,0,2.0,3,1220,160,0,1,2,1220,60,1,1,0
449,1,1,0,2.0,2,2360,180,0,0,0,2170,0,2,12,1
450,1,1,0,2.0,4,790,60,0,2,0,730,50,1,1,0
451,1,0,1,3.0,3,550,550,3,6,0,30,550,1,1,0
452,0,1,1,3.0,3,1560,200,0,2,0,1560,60,1,1,0
453,1,0,1,2.0,3,4860,320,0,0,3,4660,170,1,1,0
454,1,0,1,2.0,3,260,260,2,6,0,50,260,1,1,0
455,1,0,0,2.0,3,3050,2440,3,4,0,640,2440,1,1,0
456,1,0,0,2.0,4,4010,3670,1,1,0,920,3670,1,1,0
457,0,1,1,3.0,4,6370,230,0,0,6,6370,230,1,1,0
458,0,1,0,2.0,4,6670,270,0,0,4,6500,270,1,1,0
459,1,1,0,2.0,3,860,50,0,6,0,860,50,1,1,0
460,1,1,1,2.0,3,1810,1530,1,6,0,1810,310,1,1,0
461,1,0,1,3.0,4,190,190,3,6,0,190,100,1,1,0
462,0,0,0,2.0,2,11390,500,0,0,3,10850,420,1,1,0
463,1,0,0,3.0,3,11480,430,0,0,3,11180,430,1,1,0
464,1,1,1,2.0,3,90,90,2,6,0,90,90,1,1,0
465,1,1,1,2.0,2,1070,80,0,0,0,890,50,3,8,1
466,1,0,1,2.0,3,200,200,2,6,0,130,80,1,1,0
467,1,0,0,2.0,3,930,60,0,0,0,830,60,1,1,0
468,1,1,0,3.0,4,1550,50,0,0,1,1550,50,1,1,0
469,1,0,1,2.0,3,2230,180,0,0,4,2040,80,2,3,1
470,1,0,1,2.0,4,20,20,3,6,0,20,0,2,3,1
471,1,1,0,2.0,4,0,0,0,6,0,0,0,1,1,0
472,1,0,1,3.0,3,4190,3670,3,4,0,1370,3670,2,3,1
473,0,1,0,2.0,3,4460,520,0,0,6,4010,520,2,9,1
474,1,0,0,2.0,3,1280,210,0,2,0,1260,60,2,3,1
475,1,1,1,3.0,2,2370,120,0,0,2,2370,50,2,12,1
476,1,0,1,3.0,3,80,80,2,6,0,80,50,1,1,0
477,1,1,1,2.0,3,5520,230,0,0,3,5420,230,1,1,0
478,1,0,1,3.0,4,460,460,2,6,0,210,460,1,1,0
479,1,1,1,2.0,3,2910,190,0,0,0,2860,100,1,1,0
480,0,0,1,2.0,3,50,50,2,6,0,10,50,1,1,0
481,1,0,1,2.0,4,500,240,2,6,0,500,190,1,1,0
482,1,0,0,2.0,3,20,0,0,6,0,20,0,1,1,0
483,1,0,1,3.0,3,880,50,0,0,3,880,40,2,11,1
484,1,1,0,2.0,3,6780,360,0,0,1,3010,120,2,3,1
485,1,0,0,2.0,3,860,120,0,6,0,860,120,1,1,0
486,0,0,1,2.0,4,320,40,0,6,0,260,40,1,1,0
487,1,1,1,3.0,4,20,30,4,6,0,20,30,1,1,0
488,1,0,0,3.0,2,6200,240,0,0,6,6200,230,1,1,0
489,1,1,0,1.0,3,920,230,0,0,6,500,230,2,3,1
490,1,0,1,3.0,4,50,50,1,6,0,0,0,1,1,0
491,1,1,1,2.0,4,630,120,0,0,6,490,50,2,5,1
492,1,0,1,2.0,3,770,60,0,0,3,620,60,2,5,1
493,1,0,1,2.0,3,950,180,0,0,0,710,0,2,12,1
494,1,0,0,3.0,1,7030,310,0,0,6,6770,310,1,1,0
495,0,0,1,2.0,4,690,90,0,6,0,590,60,1,1,0
496,1,1,1,3.0,1,0,0,0,6,0,0,0,1,1,0
497,1,1,0,2.0,4,40,40,2,6,0,10,10,1,1,0
498,1,0,0,3.0,3,8710,16140,2,3,0,120,0,1,1,0
499,1,0,0,2.0,3,1290,80,0,2,0,1290,80,2,3,1
500,1,0,1,2.0,3,660,50,0,5,0,660,50,2,3,1
501,1,1,0,2.0,4,320,320,1,6,0,30,0,1,1,0
502,1,1,1,2.0,3,40,40,1,6,0,40,40,2,3,1
503,0,0,0,2.0,3,10,10,0,6,0,10,10,1,1,0
504,1,1,0,2.0,4,1620,1630,3,6,0,620,1630,1,1,0
505,0,1,0,1.0,3,1010,60,0,0,0,900,60,2,13,1
506,1,0,0,1.0,3,620,90,0,0,4,560,90,2,3,1
507,1,1,1,3.0,2,2880,2710,1,0,3,2880,70,1,1,0
508,1,1,1,2.0,2,2180,170,0,0,6,2100,90,1,1,0
509,1,1,1,3.0,3,650,150,0,0,0,420,90,1,1,0
510,1,0,0,1.0,3,320,60,0,0,6,310,0,2,4,1
511,1,0,1,2.0,4,3520,210,0,0,0,2870,180,1,1,0
512,1,0,1,2.0,4,610,50,0,0,0,500,50,1,1,0
513,1,0,0,2.0,3,1910,1010,1,6,0,0,1010,2,2,1
514,0,1,0,2.0,4,3850,5100,3,3,0,40,10,1,1,0
515,0,0,1,3.0,3,3420,180,0,0,1,3400,180,1,1,0
516,1,0,0,2.0,4,2280,100,0,0,0,2060,100,1,1,0
517,1,0,0,2.0,3,400,4690,4,6,0,50,400,1,1,0
518,1,1,0,2.0,3,630,50,0,0,6,570,0,3,6,1
519,0,0,1,3.0,3,5220,200,0,0,0,4910,0,2,5,1
520,1,1,0,2.0,4,80,80,2,6,0,0,0,2,2,1
521,1,0,0,1.0,3,570,670,1,2,1,570,440,2,5,1
522,1,1,0,1.0,3,1050,400,0,0,0,1050,90,1,1,0
523,0,1,0,3.0,3,210,70,0,0,0,120,70,2,7,1
524,0,0,1,3.0,2,1910,230,0,0,0,1640,60,3,11,1
525,1,1,0,2.0,4,90,90,2,6,0,70,90,1,1,0
526,1,1,0,2.0,3,190,150,3,6,0,10,50,1,1,0
527,1,0,0,2.0,4,10310,400,0,0,0,10100,400,1,1,0
528,1,1,1,3.0,3,2810,170,0,0,0,2810,170,1,1,0
529,1,0,0,3.0,4,130,30,1,6,0,100,30,1,1,0
530,1,0,1,3.0,3,3090,220,0,0,6,2830,20,2,12,1
531,1,0,0,2.0,4,10,10,1,6,0,10,0,1,1,0
532,1,0,0,2.0,4,10,10,1,6,0,0,0,2,2,1
533,0,0,1,2.0,3,880,50,0,0,6,880,0,2,10,1
534,1,0,0,1.0,4,930,900,1,1,0,920,50,1,1,0
535,1,0,1,2.0,4,730,420,3,6,0,380,310,1,1,0
536,1,0,0,2.0,4,1590,150,0,6,0,1550,150,1,1,0
537,0,0,1,3.0,4,0,0,1,6,0,0,0,2,2,1
538,1,0,0,2.0,3,0,0,0,6,0,0,0,1,1,0
539,1,0,0,2.0,4,630,310,1,6,0,70,220,1,1,0
540,1,1,0,2.0,4,1600,150,0,0,0,1600,150,1,1,0
541,0,1,1,3.0,2,230,60,0,6,0,140,50,2,7,1
542,0,0,0,3.0,4,860,820,2,6,0,860,0,1,1,0
543,0,1,1,3.0,4,1560,80,0,0,2,1550,80,1,1,0
544,1,0,1,3.0,4,190,190,1,6,0,0,190,2,2,1
545,1,0,0,1.0,3,1180,60,0,0,6,1080,60,1,1,0
546,1,0,1,3.0,3,2080,1170,4,6,0,1160,1170,1,1,0
547,1,0,1,2.0,4,160,160,2,6,0,160,160,1,1,0
548,1,0,0,2.0,3,2540,340,0,0,0,1990,340,2,9,1
549,1,1,0,2.0,3,560,60,0,4,2,530,60,1,1,0
550,1,0,1,3.0,2,1990,150,0,0,0,1750,90,1,1,0
551,1,1,0,2.0,4,480,460,2,6,0,180,370,1,1,0
552,1,0,0,3.0,3,60,70,3,6,0,20,70,1,1,0
553,1,0,1,3.0,3,110,110,2,6,0,20,90,1,1,0
554,1,1,0,2.0,3,3400,3230,1,4,0,3310,240,1,1,0
555,1,0,0,3.0,4,130,210,2,6,0,30,0,3,11,1
556,1,0,0,2.0,2,340,410,4,6,0,220,260,1,1,0
557,0,0,0,1.0,4,710,150,0,3,0,400,50,1,1,0
558,1,1,0,2.0,4,320,490,3,6,0,220,50,1,1,0
559,1,1,0,2.0,2,1080,60,0,0,0,1080,50,1,1,0
560,1,0,1,3.0,4,570,30,0,6,0,570,30,1,1,0
561,1,0,0,2.0,4,1700,600,2,5,0,1700,260,2,2,1
562,1,0,0,1.0,3,1540,80,0,0,2,1520,60,1,1,0
563,1,1,0,2.0,4,330,320,1,6,0,330,320,1,1,0
564,0,0,0,4.0,3,160,160,2,6,0,100,160,1,1,0
565,1,0,1,3.0,2,230,240,4,6,0,100,140,1,1,0
566,0,1,1,3.0,4,8690,400,0,0,6,8540,400,2,3,1
567,1,0,0,2.0,4,1540,1040,2,6,0,10,10,1,1,0
568,1,1,0,2.0,4,980,420,2,5,0,180,420,2,3,1
569,1,1,0,2.0,3,220,40,0,6,0,160,40,1,1,0
570,1,1,1,2.0,3,270,270,1,4,0,240,80,1,1,0
571,0,1,0,2.0,3,20,20,1,6,0,0,20,2,2,1
572,1,1,0,2.0,3,1170,460,0,0,0,1090,460,1,1,0
573,1,1,0,2.0,4,920,930,3,6,0,40,110,1,1,0
574,1,0,0,3.0,2,2400,120,0,0,3,2370,120,1,1,0
575,1,1,0,3.0,3,1550,70,0,1,5,1540,70,1,1,0
576,1,0,0,2.0,4,550,50,0,0,4,450,50,2,3,1
577,0,1,1,3.0,4,0,0,0,6,0,0,0,2,2,1
578,0,1,0,2.0,2,720,730,3,6,0,270,730,2,3,1
579,1,0,0,2.0,3,4060,200,0,0,3,4020,200,1,1,0
580,1,0,1,2.0,3,2050,1530,4,4,0,180,710,1,1,0
581,1,0,1,2.0,4,2010,2010,1,3,0,930,150,1,1,0
582,1,1,0,2.0,4,2670,120,0,0,0,2540,120,1,1,0
583,1,1,1,2.0,4,1070,130,0,4,0,1070,30,1,1,0
584,1,1,1,2.0,3,1490,150,0,0,0,1490,70,1,1,0
585,1,1,0,3.0,2,1900,80,0,0,0,1730,80,1,1,0
586,1,1,1,3.0,4,4420,160,0,0,0,4420,160,1,1,0
587,1,1,0,2.0,3,8190,290,0,0,0,8190,290,1,1,0
588,1,0,0,2.0,2,0,0,0,6,0,0,0,2,2,1
589,1,0,0,1.0,3,2420,150,0,0,2,2420,100,2,3,1
590,0,0,1,2.0,3,2000,2000,3,5,0,0,310,2,3,1
591,1,0,1,3.0,3,780,40,0,6,0,710,40,1,1,0
592,0,1,1,3.0,2,40,40,1,6,0,10,10,1,1,0
593,1,1,1,3.0,4,570,40,0,6,0,550,40,1,1,0
594,1,0,0,2.0,3,930,90,0,1,0,810,90,3,9,1
595,1,0,0,2.0,3,0,50,1,6,0,0,0,2,2,1
596,1,1,0,2.0,4,770,80,0,0,0,690,0,2,12,1
597,1,0,1,2.0,3,320,50,0,5,0,280,40,1,1,0
598,1,0,0,1.0,4,1350,150,0,0,0,1250,60,2,3,1
599,1,0,1,2.0,2,280,280,3,6,0,120,280,1,1,0
600,1,0,1,2.0,3,20,20,1,6,0,10,10,1,1,0
601,1,1,0,3.0,4,1350,1010,2,5,0,1350,30,1,1,0
602,0,0,0,2.0,4,100,80,1,6,0,100,0,1,1,0
603,1,1,1,2.0,3,1490,60,0,0,6,1470,60,1,1,0
604,1,1,0,1.0,3,1120,80,0,0,1,1120,0,2,5,1
605,1,0,1,2.0,3,3830,270,0,0,0,3510,180,2,12,1
606,1,1,0,2.0,4,740,260,1,6,0,660,60,1,1,0
607,1,0,1,2.0,4,20,70,2,6,0,0,0,2,2,1
608,1,0,1,3.0,3,4210,150,0,0,0,4210,150,1,1,0
609,1,1,0,2.0,4,1800,60,0,0,2,1800,60,1,1,0
610,1,0,1,2.0,3,2470,100,0,0,0,2470,100,1,1,0
611,1,0,1,2.0,3,1150,90,0,0,0,1100,90,1,1,0
612,1,0,0,2.0,3,20,30,3,6,0,10,0,1,1,0
613,1,0,0,2.0,4,230,0,0,6,0,230,0,1,1,0
614,1,0,1,2.0,3,20,130,3,6,0,0,0,2,2,1
615,1,0,0,1.0,4,10,0,0,6,0,10,0,1,1,0
616,1,0,0,1.0,3,490,40,0,0,1,400,40,2,3,1
617,1,1,1,3.0,4,1830,100,0,0,1,1830,80,1,1,0
618,1,1,1,2.0,4,20,20,0,6,0,20,20,1,1,0
619,1,1,1,3.0,2,910,60,0,0,6,900,40,1,1,0
620,1,1,0,3.0,2,40,0,0,6,0,40,0,1,1,0
621,1,0,0,1.0,3,1030,120,0,0,0,820,60,2,3,1
622,1,0,1,2.0,2,510,40,0,2,2,510,40,1,1,0
623,1,0,1,3.0,3,0,0,0,6,0,0,0,1,1,0
624,1,1,1,3.0,2,1420,150,0,0,0,1420,120,1,1,0
625,1,0,1,3.0,2,20,10,1,6,0,20,10,1,1,0
626,1,0,1,3.0,2,210,70,0,6,0,170,30,1,1,0
627,1,1,1,3.0,3,670,40,0,0,0,670,40,1,1,0
628,1,0,0,3.0,4,5300,3050,4,5,0,1840,60,1,1,0
629,1,1,0,2.0,3,1810,90,0,0,0,1720,90,1,1,0
630,1,1,1,3.0,3,4620,210,0,0,0,4530,210,1,1,0
631,1,0,1,2.0,2,3060,80,0,3,0,3060,80,1,1,0
632,1,0,0,2.0,3,2000,150,0,0,0,1410,150,1,1,0
633,1,1,0,2.0,3,8440,610,0,3,0,8440,610,1,1,0
634,1,0,1,2.0,3,900,100,0,0,1,900,100,2,3,1
635,1,1,0,2.0,2,6550,160,1,3,3,6550,160,2,2,1
636,0,1,1,2.0,2,1080,30,0,4,0,1080,30,2,3,1
637,1,0,0,1.0,3,2370,90,0,0,3,2370,90,1,1,0
638,0,0,1,3.0,3,6080,460,0,0,0,5680,0,2,13,1
639,1,0,0,3.0,3,640,0,0,0,6,640,0,2,34,1
640,1,1,0,2.0,4,30,30,3,6,0,0,0,1,1,0
641,1,0,0,2.0,3,440,440,2,6,0,440,30,1,1,0
642,1,0,0,1.0,4,620,50,0,0,6,610,40,1,1,0
643,0,0,1,3.0,4,1280,1280,3,6,0,0,0,2,2,1
644,1,1,0,2.0,3,300,80,0,0,4,250,80,1,1,0
645,0,1,1,2.0,3,170,170,2,6,0,60,110,1,1,0
646,1,0,0,2.0,2,500,60,0,6,0,420,60,1,1,0
647,0,0,0,2.0,4,1540,90,0,1,0,1430,80,1,1,0
648,1,0,0,1.0,4,1630,140,1,3,0,1630,140,1,1,0
649,1,0,0,2.0,3,90,50,2,6,0,10,0,2,3,1
650,1,0,1,2.0,4,430,410,2,6,0,430,250,1,1,0
651,0,1,1,3.0,3,1370,100,2,4,0,1310,100,1,1,0
652,1,0,0,2.0,4,1220,1220,2,5,0,30,1220,1,1,0
653,1,1,0,1.0,4,190,40,1,6,0,160,40,1,1,0
654,1,0,1,2.0,3,930,130,0,0,0,740,60,2,7,1
655,1,0,1,3.0,2,3970,170,0,0,2,3970,170,1,1,0
656,1,0,1,2.0,2,2060,140,0,0,6,1880,90,2,3,1
657,1,0,1,2.0,3,820,60,0,0,6,770,50,1,1,0
658,1,0,1,2.0,2,3160,260,0,0,6,2960,250,2,12,1
659,0,0,1,2.0,4,230,60,0,0,0,180,60,2,7,1
660,1,0,0,2.0,3,3040,1010,1,0,6,3040,1010,3,11,1
661,0,1,1,2.0,3,520,50,0,0,2,390,50,1,1,0
662,0,0,0,2.0,4,2940,120,0,0,4,2940,110,2,3,1
663,0,1,0,2.0,3,70,0,0,6,0,70,0,2,32,1
664,1,0,1,3.0,4,3230,150,0,0,0,2990,140,1,1,0
665,0,1,0,3.0,2,1980,90,0,0,0,1980,0,2,13,1
666,0,1,0,3.0,3,5190,460,0,0,5,4450,460,2,13,1
667,1,1,0,2.0,4,4770,1590,0,0,0,2200,1590,1,1,0
668,1,0,0,2.0,3,230,230,3,6,0,100,30,1,1,0
669,1,0,0,3.0,4,890,210,0,0,1,890,40,1,1,0
670,1,0,0,2.0,4,30,30,1,6,0,0,0,1,1,0
671,1,0,1,2.0,4,190,40,0,6,0,130,40,1,1,0
672,1,0,0,2.0,3,3430,240,0,3,0,3250,240,1,1,0
673,1,1,1,3.0,4,7550,580,0,0,0,7550,310,1,1,0
674,1,1,1,3.0,4,5420,5430,2,4,0,50,0,1,1,0
675,0,0,1,3.0,2,40,30,3,6,0,20,0,1,1,0
676,1,0,0,2.0,3,5250,490,0,0,6,4970,230,1,1,0
677,1,1,1,3.0,4,4160,180,0,0,6,3760,130,1,1,0
678,1,1,0,2.0,3,1580,60,0,0,0,1570,60,1,1,0
679,1,1,0,2.0,3,2210,1660,2,2,0,1830,610,1,1,0
680,1,1,0,2.0,3,40,0,0,6,0,40,0,2,5,1
681,0,0,1,2.0,3,4870,190,0,0,0,4870,190,2,3,1
682,1,1,0,2.0,4,1860,180,0,0,5,1700,180,3,5,1
683,1,1,1,2.0,3,1330,440,2,6,0,1330,20,1,1,0
684,1,0,0,2.0,4,0,0,0,6,0,0,0,1,1,0
685,1,0,1,2.0,4,870,230,0,3,0,850,40,1,1,0
686,1,0,0,2.0,3,270,0,0,6,0,270,0,2,5,1
687,1,1,1,3.0,4,1570,1590,3,6,0,860,1260,1,1,0
688,1,0,0,2.0,4,1330,50,0,6,0,1330,50,2,3,1
689,1,0,0,3.0,3,250,250,3,6,0,0,250,1,1,0
690,1,0,1,2.0,4,260,260,2,6,0,180,0,1,1,0
691,0,0,0,1.0,2,300,60,0,3,3,250,60,1,1,0
692,0,1,0,2.0,4,580,60,0,0,0,470,50,1,1,0
693,1,1,1,2.0,3,1800,100,0,0,6,1770,80,2,4,1
694,1,0,1,3.0,2,450,60,0,0,0,380,0,2,12,1
695,1,1,0,1.0,3,320,30,0,4,0,320,30,2,3,1
696,1,1,0,3.0,3,570,40,0,0,5,500,40,1,1,0
697,1,0,1,3.0,3,1460,60,0,0,6,1460,50,1,1,0
698,1,0,1,2.0,4,580,120,0,6,0,580,0,2,4,1
699,1,1,1,3.0,3,150,150,2,6,0,0,50,2,2,1
700,1,0,0,2.0,4,70,70,3,6,0,10,20,1,1,0
701,1,0,1,3.0,3,1070,60,0,0,0,1070,50,1,1,0
702,1,0,0,2.0,3,2660,120,0,0,0,2470,120,1,1,0
703,0,0,1,2.0,3,2120,70,1,3,2,2120,70,1,1,0
704,1,0,1,2.0,4,0,0,0,6,0,0,0,2,2,1
705,1,0,0,3.0,3,1380,530,1,1,0,1380,90,1,1,0
706,1,0,0,1.0,3,930,160,0,0,5,730,160,2,3,1
707,0,1,0,1.0,3,290,80,0,0,4,240,60,1,1,0
708,1,0,0,2.0,4,100,100,1,6,0,0,100,2,2,1
709,1,1,1,3.0,4,430,430,3,6,0,280,430,1,1,0
710,1,0,0,2.0,3,960,80,0,0,0,790,60,2,7,1
711,0,1,1,3.0,3,310,50,0,0,5,220,40,2,3,1
712,1,0,0,2.0,3,600,600,2,6,0,390,140,1,1,0
713,1,1,0,2.0,3,80,80,5,6,0,0,80,1,1,0
714,1,0,0,2.0,3,4090,2750,2,3,0,1510,2750,1,1,0
715,0,1,0,2.0,4,40,30,2,6,0,20,0,3,7,1
716,1,0,0,2.0,2,390,60,0,3,0,300,40,1,1,0
717,1,1,1,2.0,3,5150,310,0,0,3,4670,180,1,1,0
718,1,1,0,2.0,4,40,20,0,6,0,40,0,2,4,1
719,1,0,1,2.0,4,20,20,3,6,0,10,10,1,1,0
720,1,1,1,3.0,3,1410,90,0,0,0,1410,70,1,1,0
721,1,0,1,3.0,2,830,580,1,1,0,830,30,1,1,0
722,1,0,0,2.0,2,3110,120,0,0,0,3100,120,1,1,0
723,1,0,0,2.0,4,4360,1530,0,4,0,4360,200,1,1,0
724,1,0,0,2.0,4,2890,130,0,0,3,2840,130,1,1,0
725,0,0,0,2.0,3,720,150,0,0,0,530,90,3,5,1
726,1,0,1,2.0,3,3350,140,0,0,0,3350,130,1,1,0
727,1,0,0,2.0,4,120,120,2,6,0,30,60,1,1,0
728,1,0,1,3.0,4,1770,70,0,0,0,1730,60,1,1,0
729,1,1,0,3.0,4,1350,150,0,0,0,1310,90,2,3,1
730,1,0,1,3.0,3,900,390,1,6,0,900,310,1,1,0
731,1,1,0,2.0,2,1050,150,0,5,0,650,60,1,1,0
732,1,0,1,2.0,3,510,120,0,0,0,330,40,1,1,0
733,0,0,1,2.0,2,8570,370,0,0,3,8570,340,1,1,0
734,0,0,0,2.0,4,160,160,2,6,0,10,10,2,3,1
735,0,0,0,2.0,3,1150,90,0,0,0,1150,0,2,34,1
736,1,0,1,2.0,3,160,60,1,6,0,0,0,2,2,1
737,1,0,0,2.0,4,2680,2370,1,1,4,2590,120,2,3,1
738,0,1,0,2.0,3,1470,610,1,1,3,1470,60,1,1,0
739,1,0,0,3.0,3,1340,120,0,6,0,1320,120,1,1,0
740,1,0,1,2.0,3,60,60,2,6,0,30,30,1,1,0
741,1,1,0,3.0,3,3550,200,0,1,0,3360,170,1,1,0
742,1,0,0,2.0,3,750,750,2,6,0,130,60,1,1,0
743,0,0,1,2.0,3,390,390,2,6,0,290,40,2,3,1
744,1,0,0,2.0,3,1970,1970,1,6,0,770,50,1,1,0
745,1,0,0,1.0,3,960,90,0,0,6,960,50,1,1,0
746,0,0,0,3.0,3,1320,50,0,0,2,1320,40,3,6,1
747,1,0,0,1.0,3,10,10,1,6,0,10,0,1,1,0
748,1,0,1,2.0,3,2700,2700,2,3,0,240,2070,1,1,0
749,1,0,0,2.0,2,590,110,2,5,0,590,0,2,3,1
750,1,0,1,2.0,3,7410,340,0,0,6,7360,310,1,1,0
751,1,0,0,2.0,4,170,140,2,6,0,60,30,1,1,0
752,1,0,1,2.0,3,2490,150,0,0,0,2490,80,1,1,0
753,1,0,0,2.0,4,360,850,2,6,0,350,110,1,1,0
754,1,1,1,3.0,3,20,60,2,6,0,0,0,1,1,0
755,1,0,1,2.0,4,130,130,2,6,0,70,130,1,1,0
756,1,0,0,3.0,3,460,460,3,6,0,330,460,1,1,0
757,1,1,0,3.0,4,10,10,0,6,0,10,10,1,1,0
758,1,1,1,2.0,3,340,40,0,0,0,340,40,1,1,0
759,1,0,1,2.0,3,3600,170,0,0,6,3480,170,1,1,0
760,1,0,0,2.0,4,970,980,1,4,0,220,0,2,3,1
761,1,0,0,2.0,4,1420,460,0,0,0,910,0,2,4,1
762,1,1,0,2.0,4,490,500,3,6,0,390,500,1,1,0
763,1,1,0,2.0,3,40,70,2,6,0,40,40,1,1,0
764,0,0,1,2.0,4,1500,210,1,3,3,1460,80,2,3,1
765,1,0,0,2.0,3,1100,1100,2,4,0,0,0,3,4,1
766,1,1,0,2.0,4,1360,150,0,6,0,1240,150,2,7,1
767,1,1,1,2.0,3,90,70,1,6,0,30,70,2,3,1
768,0,0,0,2.0,4,2660,120,0,0,5,2430,120,2,13,1
769,0,0,1,3.0,4,80,80,1,6,0,0,0,2,2,1
770,0,0,1,2.0,3,2680,180,0,0,0,2680,80,2,3,1
771,1,0,0,2.0,4,960,680,0,6,0,960,680,2,2,1
772,1,0,0,2.0,4,60,60,2,6,0,30,10,1,1,0
773,1,0,1,2.0,4,990,610,3,6,0,80,10,1,1,0
774,1,1,0,2.0,3,450,60,0,6,0,360,40,1,1,0
775,1,0,0,2.0,3,1770,150,0,4,2,1680,150,1,1,0
776,1,0,0,3.0,3,830,50,0,0,6,780,50,2,6,1
777,1,1,0,2.0,4,30,60,3,6,0,0,20,2,2,1
778,1,1,0,2.0,4,160,160,4,6,0,160,160,1,1,0
779,1,0,1,3.0,2,60,70,5,6,0,0,0,2,2,1
780,1,0,1,2.0,4,1480,100,0,0,3,1430,70,1,1,0
781,1,0,1,2.0,3,2960,160,0,0,2,2960,90,1,1,0
